"pms_reference","opportunity_id","opportunity_agreement_type","tenancy_agreement_type"
"222629048006","006Nz000008r2yNIAQ","Parking Licence","Licence"
"222629048006","006Nz00000LbV8xIAF","Parking Licence","Licence"
"222629053004","006Nz00000KWHogIAH","Parking Licence","Licence"
"222629054006","006Nz00000Em7qMIAR","Parking Licence","Licence"
"222629054006","006Nz00000TFtIIIA1","Parking Licence","Licence"
"222629060008","006Nz00000J1Dl6IAF","Parking Licence","Licence"
"222629063004","006Nz00000OGL7YIAX","Parking Licence","Licence"
"222629064003","006Nz00000AifjGIAR","Parking Licence","Licence"
"222629064003","006Nz00000D4QECIA3","Parking Licence","Licence"
"222629064003","006Nz00000Of17WIAR","Parking Licence","Licence"
"222629065006","006Nz00000EnAnmIAF","Parking Licence","Licence"
"222629065006","006Nz00000KUhQiIAL","Parking Licence","Licence"
"222629066003","006Nz00000Em6pVIAR","Parking Licence","Licence"
"222629066003","006Nz00000U0mefIAB","Parking Licence","Licence"
"222629067004","006Nz000005VmThIAK","Parking Licence","Licence"
"222629067004","006Nz00000JKWIcIAP","Parking Licence","Licence"
"222629068005","006Nz00000AH2KcIAL","Parking Licence","Licence"
"222629068005","006Nz00000D7vzsIAB","Parking Licence","Licence"
"222629068005","006Nz00000RX3R9IAL","Parking Licence","Licence"
"222629069008","006Nz00000Q0MWDIA3","Parking Licence","Licence"
"222629071004","006Nz00000EE9hiIAD","Parking Licence","Licence"
"222629071004","006Nz00000T3H6yIAF","Parking Licence","Licence"
"222629073008","006Nz00000HdAYsIAN","Parking Licence","Licence"
"222629075006","006Nz00000TqVLZIA3","Parking Licence","Licence"
"222629077004","006Nz00000DKWFZIA5","Parking Licence","Licence"
"222629077004","006Nz00000Ea7HSIAZ","Parking Licence","Licence"
"222629077004","006Nz00000Eij7pIAB","Parking Licence","Licence"
"222629077004","006Nz00000RWmwqIAD","Parking Licence","Licence"
"222629082004","006Nz00000QkyOrIAJ","Parking Licence","Licence"
"222631001005","006Nz00000G1K1tIAF","Parking Licence","Licence"
"222631002008","006Nz00000BzFwfIAF","Parking Licence","Licence"
"222631002008","006Nz00000LsrcnIAB","Parking Licence","Licence"
"222631002008","006Nz00000RX1KXIA1","Parking Licence","Licence"
"222631004004","006Nz00000DgD1OIAV","Parking Licence","Licence"
"222631005004","006Nz00000JuBlpIAF","Parking Licence","Licence"
"222631006005","006Nz000008Xq3IIAS","Parking Licence","Licence"
"222631006005","006Nz00000MVuMJIA1","Parking Licence","Licence"
"222631006005","006Nz00000RtJ47IAF","Parking Licence","Licence"
"222631008006","006Nz000009XqM1IAK","Parking Licence","Licence"
"222631008006","006Nz00000KIY8OIAX","Parking Licence","Licence"
"222631008006","006Nz00000OOzB2IAL","Parking Licence","Licence"
"222631012002","006Nz00000JSGlJIAX","Parking Licence","Licence"
"222631014004","006Nz00000N9FqeIAF","Parking Licence","Licence"
"222631016005","006Nz00000IXhv4IAD","Parking Licence","Licence"
"222631019009","006Nz00000LNzjRIAT","Parking Licence","Licence"
"222631020005","006Nz00000JEbhYIAT","Parking Licence","Licence"
"222631020005","006Nz00000PBTWfIAP","Parking Licence","Licence"
"222631021005","006Nz00000NwoYfIAJ","Parking Licence","Licence"
"222631021005","006Nz00000OuJTiIAN","Parking Licence","Licence"
"222631022004","006Nz00000NZZfEIAX","Parking Licence","Licence"
"222631025005","006Nz00000JFgIYIA1","Parking Licence","Licence"
"222631025005","006Nz00000MHo5jIAD","Parking Licence","Licence"
"222631027005","006Nz00000LfvO5IAJ","Parking Licence","Licence"
"222631028005","006Nz00000L0UbVIAV","Parking Licence","Licence"
"222631032006","006Nz000009A3fPIAS","Parking Licence","Licence"
"222631032006","006Nz00000CHNdHIAX","Parking Licence","Licence"
"222631032006","006Nz00000Mx2iiIAB","Parking Licence","Licence"
"222631037006","006Nz00000G1ER7IAN","Parking Licence","Licence"
"222631037006","006Nz00000IhAkyIAF","Parking Licence","Licence"
"222631038005","006Nz00000F6Io2IAF","Parking Licence","Licence"
"222631038005","006Nz00000PndB7IAJ","Parking Licence","Licence"
"222631038005","006Nz00000TPX9qIAH","Parking Licence","Licence"
"222631039005","006Nz00000RBhLRIA1","Parking Licence","Licence"
"222631043004","006Nz00000L9AQoIAN","Parking Licence","Licence"
"222631043004","006Nz00000NyDGWIA3","Parking Licence","Licence"
"222631045003","006Nz00000RZ5N3IAL","Parking Licence","Licence"
"222631047002","006Nz00000Q3cjLIAR","Parking Licence","Licence"
"222631048006","006Nz00000RRiNEIA1","Parking Licence","Licence"
"222639015004","006Nz00000NokQdIAJ","Non-Housing (Company)","AST"
"222639021004","006Nz00000D8BhxIAF","AST","Non-Housing (Company)"
"222640003002","006Nz00000QtQz0IAF","Parking Licence","Licence"
"222640011003","006Nz00000TVK3NIAX","Parking Licence","Licence"
"222640015004","006Nz00000S1OUpIAN","Parking Licence","Licence"
"222640021003","006Nz00000A4Gy6IAF","Parking Licence","Licence"
"222640025004","006Nz00000PdaN2IAJ","Parking Licence","Licence"
"222640026004","006Nz00000NVd1TIAT","Parking Licence","Licence"
"222640037005","006Nz00000TC4GuIAL","Parking Licence","Licence"
"222640038005","006Nz00000L8bsnIAB","Parking Licence","Licence"
"222640040003","006Nz00000Px9FQIAZ","Parking Licence","Licence"
"222640042005","006Nz00000TD9UbIAL","Parking Licence","Licence"
"222640043001","006Nz00000PxNF7IAN","Parking Licence","Licence"
"222640046003","006Nz00000NzxItIAJ","Parking Licence","Licence"
"222640047002","006Nz0000073JOfIAM","Parking Licence","Licence"
"222640047002","006Nz00000DZdg1IAD","Parking Licence","Licence"
"222640047002","006Nz00000QLZVHIA5","Parking Licence","Licence"
"222640049003","006Nz00000G1Q5jIAF","Parking Licence","Licence"
"222640049003","006Nz00000ThNySIAV","Parking Licence","Licence"
"222640050003","006Nz00000DfGHVIA3","Parking Licence","Licence"
"222640050003","006Nz00000S4tPOIAZ","Parking Licence","Licence"
"222640052002","006Nz00000NkISvIAN","Parking Licence","Licence"
"222640053002","006Nz00000SoRjFIAV","Parking Licence","Licence"
"222640066005","006Nz00000KdvhJIAR","Parking Licence","Licence"
"222640068003","006Nz00000Pl3KFIAZ","Parking Licence","Licence"
"222640069005","006Nz00000MLxrhIAD","Parking Licence","Licence"
"222640072003","006Nz000007S0AmIAK","Parking Licence","Licence"
"222640072003","006Nz00000Knn2lIAB","Parking Licence","Licence"
"222640077005","006Nz000007vzUCIAY","Parking Licence","Licence"
"222640077005","006Nz000008kQapIAE","Parking Licence","Licence"
"222640077005","006Nz00000FBg4wIAD","Parking Licence","Licence"
"222640079003","006Nz000007x4rbIAA","Parking Licence","Licence"
"222640079003","006Nz00000LB8iyIAD","Parking Licence","Licence"
"222640089003","006Nz00000IVhMTIA1","Parking Licence","Licence"
"222640090002","006Nz00000RvsNVIAZ","Parking Licence","Licence"
"222640092003","006Nz00000PrBF4IAN","Parking Licence","Licence"
"222640098004","006Nz00000QRSULIA5","Parking Licence","Licence"
"222640100002","006Nz00000K7Z2OIAV","Parking Licence","Licence"
"222640101002","006Nz00000ADLX7IAP","Parking Licence","Licence"
"222640101002","006Nz00000OlChUIAV","Parking Licence","Licence"
"222640106002","006Nz00000Q9PoIIAV","Parking Licence","Licence"
"222640112003","006Nz00000OJPJRIA5","Parking Licence","Licence"
"222640112003","006Nz00000SOrFzIAL","Parking Licence","Licence"
"222640116003","006Nz00000GAgBLIA1","Parking Licence","Licence"
"222640116003","006Nz00000IhB5zIAF","Parking Licence","Licence"
"222640116003","006Nz00000LpixWIAR","Parking Licence","Licence"
"222640116003","006Nz00000Tox7SIAR","Parking Licence","Licence"
"222640117004","006Nz00000QwTPFIA3","Parking Licence","Licence"
"222640118005","006Nz00000IaqqcIAB","Parking Licence","Licence"
"222640119004","006Nz00000GViy1IAD","Parking Licence","Licence"
"222640119004","006Nz00000UCPcZIAX","Parking Licence","Licence"
"222640121004","006Nz00000LNplhIAD","Parking Licence","Licence"
"222640121004","006Nz00000S4rc4IAB","Parking Licence","Licence"
"222640122003","006Nz00000QtPjaIAF","Parking Licence","Licence"
"222648165002","006Nz00000DBTDkIAP","Non-Housing (Company)","AST"
"222648165002","006Nz00000SFm2qIAD","Non-Housing (Company)","AST"
"222652002004","006Nz00000C9PmgIAF","Parking Licence","Licence"
"222652002004","006Nz00000U58eoIAB","Parking Licence","Licence"
"222652003004","006Nz00000CljXRIAZ","Parking Licence","Licence"
"222652003004","006Nz00000DSBgMIAX","Parking Licence","Licence"
"222652003004","006Nz00000TTD9GIAX","Parking Licence","Licence"
"222652004003","006Nz00000GUxb1IAD","Parking Licence","Licence"
"222652006005","006Nz000007esfDIAQ","Parking Licence","Licence"
"222652006005","006Nz00000AQxMDIA1","Parking Licence","Licence"
"222652006005","006Nz00000F5VqYIAV","Parking Licence","Licence"
"222652006005","006Nz00000MHo5iIAD","Parking Licence","Licence"
"222652008002","006Nz00000QSG9MIAX","Parking Licence","Licence"
"222652010005","006Nz00000PDbPzIAL","Parking Licence","Licence"
"222652013005","006Nz00000Ao7TeIAJ","Parking Licence","Licence"
"222652013005","006Nz00000Q8JhkIAF","Parking Licence","Licence"
"222652016004","006Nz000004FLBVIA4","Parking Licence","Licence"
"222652016004","006Nz000007OHyXIAW","Parking Licence","Licence"
"222652016004","006Nz00000KMRNqIAP","Parking Licence","Licence"
"222652017004","006Nz00000DTh3iIAD","Parking Licence","Licence"
"222652017004","006Nz00000RqPCTIA3","Parking Licence","Licence"
"222652022003","006Nz000007dY9AIAU","Parking Licence","Licence"
"222652022003","006Nz00000LmO2NIAV","Parking Licence","Licence"
"222652023004","006Nz00000QSYZJIA5","Parking Licence","Licence"
"222652023004","006Nz00000RIZHVIA5","Parking Licence","Licence"
"222652024002","006Nz0000045V7JIAU","Parking Licence","Licence"
"222652024002","006Nz00000A2tHVIAZ","Parking Licence","Licence"
"222652024002","006Nz00000JdzwpIAB","Parking Licence","Licence"
"222652027002","006Nz000008kFfPIAU","Parking Licence","Licence"
"222652027002","006Nz00000QBew7IAD","Parking Licence","Licence"
"222652030003","006Nz000009PpgbIAC","Parking Licence","Licence"
"222652030003","006Nz00000LtwNXIAZ","Parking Licence","Licence"
"222652030003","006Nz00000QnvfjIAB","Parking Licence","Licence"
"222652031003","006Nz00000Q8cHGIAZ","Parking Licence","Licence"
"222652032004","006Nz00000COiVdIAL","Parking Licence","Licence"
"222652032004","006Nz00000E4rgnIAB","Parking Licence","Licence"
"222652033005","006Nz00000Gy7bjIAB","Parking Licence","Licence"
"222652035002","006Nz000007lBqQIAU","Parking Licence","Licence"
"222652035002","006Nz00000Jdqs5IAB","Parking Licence","Licence"
"222652035002","006Nz00000LF7GbIAL","Parking Licence","Licence"
"222652036001","006Nz00000DnvQfIAJ","Parking Licence","Licence"
"222652036001","006Nz00000TTEWoIAP","Parking Licence","Licence"
"222652043003","006Nz000008FyiRIAS","Parking Licence","Licence"
"222652043003","006Nz00000MLIeqIAH","Parking Licence","Licence"
"222652045003","006Nz00000GeoZcIAJ","Parking Licence","Licence"
"222652046005","006Nz00000E1fViIAJ","Parking Licence","Licence"
"222652046005","006Nz00000RjwZpIAJ","Parking Licence","Licence"
"222652048003","006Nz00000NjUfpIAF","Parking Licence","Licence"
"222652049005","006Nz00000DxMl4IAF","Parking Licence","Licence"
"222652051006","006Nz00000CSL5qIAH","Parking Licence","Licence"
"222652051006","006Nz00000E91jjIAB","Parking Licence","Licence"
"222652051006","006Nz00000RLmIJIA1","Parking Licence","Licence"
"222652052005","006Nz00000GjZQHIA3","Parking Licence","Licence"
"222652056003","006Nz00000PZi4cIAD","Parking Licence","Licence"
"222652057003","006Nz00000Q3Zs2IAF","Parking Licence","Licence"
"222652063006","006Nz00000CrGCcIAN","Parking Licence","Licence"
"222652063006","006Nz00000Oy0c3IAB","Parking Licence","Licence"
"222652063006","006Nz00000TTD9HIAX","Parking Licence","Licence"
"222652065002","006Nz00000In7SeIAJ","Parking Licence","Licence"
"222652070003","006Nz00000D7sfJIAR","Parking Licence","Licence"
"222652070003","006Nz00000TTDPRIA5","Parking Licence","Licence"
"222652074005","006Nz00000ILHTLIA5","Parking Licence","Licence"
"222652078003","006Nz000007lAZNIA2","Parking Licence","Licence"
"222652078003","006Nz00000Jdqs4IAB","Parking Licence","Licence"
"222652078003","006Nz00000LF7GaIAL","Parking Licence","Licence"
"222652081003","006Nz00000FCx3hIAD","Parking Licence","Licence"
"222652081003","006Nz00000S4tQyIAJ","Parking Licence","Licence"
"222652082004","006Nz00000G1CltIAF","Parking Licence","Licence"
"222652082004","006Nz00000MLGd3IAH","Parking Licence","Licence"
"222652084003","006Nz00000MGXHtIAP","Parking Licence","Licence"
"222652084003","006Nz00000MUsO8IAL","Parking Licence","Licence"
"222652085004","006Nz00000H1sfsIAB","Parking Licence","Licence"
"222652088005","006Nz000001ZLSPIA4","Parking Licence","Licence"
"222652088005","006Nz00000E4qj7IAB","Parking Licence","Licence"
"222652088005","006Nz00000J4uLgIAJ","Parking Licence","Licence"
"222652089006","006Nz00000EaQnFIAV","Parking Licence","Licence"
"222652090004","006Nz00000Gxv4JIAR","Parking Licence","Licence"
"222652090004","006Nz00000PsFwgIAF","Parking Licence","Licence"
"222652091004","006Nz00000Smb0MIAR","Parking Licence","Licence"
"222652094004","006Nz00000RsHUAIA3","Parking Licence","Licence"
"222652094004","006Nz00000TWlzDIAT","Parking Licence","Licence"
"222652095006","006Nz00000BdZE5IAN","Parking Licence","Licence"
"222652095006","006Nz00000E4tInIAJ","Parking Licence","Licence"
"222652095006","006Nz00000T7MPjIAN","Parking Licence","Licence"
"222652097006","006Nz00000EUqagIAD","Parking Licence","Licence"
"222652097006","006Nz00000PVgPcIAL","Parking Licence","Licence"
"222652099005","006Nz00000JSCzVIAX","Parking Licence","Licence"
"222652101007","006Nz000003RSPuIAO","Parking Licence","Licence"
"222652101007","006Nz00000CEYuzIAH","Parking Licence","Licence"
"222652101007","006Nz00000JskXZIAZ","Parking Licence","Licence"
"222652101007","006Nz00000QrbnFIAR","Parking Licence","Licence"
"222652102004","006Nz00000GpXrzIAF","Parking Licence","Licence"
"222652102004","006Nz00000NIUVbIAP","Parking Licence","Licence"
"222652103004","006Nz00000C6aYDIAZ","Parking Licence","Licence"
"222652103004","006Nz00000E91jeIAB","Parking Licence","Licence"
"222652103004","006Nz00000RjwfFIAR","Parking Licence","Licence"
"222652103004","006Nz00000TsjvVIAR","Parking Licence","Licence"
"222652105005","006Nz00000SlVcyIAF","Parking Licence","Licence"
"222652106006","006Nz00000M3GYDIA3","Parking Licence","Licence"
"222659011003","006Nz00000GnvTnIAJ","Non-Housing (Company)","AST"
"222659027003","006Nz00000Qi08eIAB","Non-Housing (Company)","AST"
"222659042006","006Nz00000QyXTkIAN","AST","Non-Housing (Company)"
"222659042006","006Nz00000RWmweIAD","AST","Non-Housing (Company)"
"222661001004","006Nz00000JYupgIAD","Parking Licence","Licence"
"222661003004","006Nz00000OLwPmIAL","Parking Licence","Licence"
"222661006003","006Nz00000C9LKtIAN","Parking Licence","Licence"
"222661006003","006Nz00000P88BjIAJ","Parking Licence","Licence"
"222661006003","006Nz00000Qf8qrIAB","Parking Licence","Licence"
"222661007003","006Nz00000F9aejIAB","Parking Licence","Licence"
"222661007003","006Nz00000UFkB2IAL","Parking Licence","Licence"
"222661008004","006Nz00000G8Z4EIAV","Parking Licence","Licence"
"222661008004","006Nz00000THmE1IAL","Parking Licence","Licence"
"222661009002","006Nz00000GlgqdIAB","Parking Licence","Licence"
"222661009002","006Nz00000MoyyyIAB","Parking Licence","Licence"
"222661009002","006Nz00000TWlzGIAT","Parking Licence","Licence"
"222661010003","006Nz00000QRmPoIAL","Parking Licence","Licence"
"222661011005","006Nz00000IOGZAIA5","Parking Licence","Licence"
"222661011005","006Nz00000QEvxAIAT","Parking Licence","Licence"
"222661012003","006Nz00000P3YV1IAN","Parking Licence","Licence"
"222661013002","006Nz00000JL8xKIAT","Parking Licence","Licence"
"222661013002","006Nz00000RqP7dIAF","Parking Licence","Licence"
"222661014002","006Nz00000B2jZ0IAJ","Parking Licence","Licence"
"222661014002","006Nz00000DeJQ7IAN","Parking Licence","Licence"
"222661014002","006Nz00000PIaQ6IAL","Parking Licence","Licence"
"222661015003","006Nz00000GBmWMIA1","Parking Licence","Licence"
"222661015003","006Nz00000TWlzFIAT","Parking Licence","Licence"
"222661017004","006Nz00000MxiupIAB","Parking Licence","Licence"
"222661017004","006Nz00000P6kLBIAZ","Parking Licence","Licence"
"222661018001","006Nz00000KCI5lIAH","Parking Licence","Licence"
"222661020004","006Nz00000Q0LIPIA3","Parking Licence","Licence"
"222661021003","006Nz00000DybwTIAR","Parking Licence","Licence"
"222661021003","006Nz00000SFm2yIAD","Parking Licence","Licence"
"222661024005","006Nz00000EnHCcIAN","Parking Licence","Licence"
"222661024005","006Nz00000TsaCMIAZ","Parking Licence","Licence"
"222661025004","006Nz00000Q03YTIAZ","Parking Licence","Licence"
"222661026002","006Nz00000DWBnFIAX","Parking Licence","Licence"
"222661026002","006Nz00000S3VFYIA3","Parking Licence","Licence"
"222661027003","006Nz00000FGvhmIAD","Parking Licence","Licence"
"222661028004","006Nz000008Kn9dIAC","Parking Licence","Licence"
"222661028004","006Nz00000EIrlmIAD","Parking Licence","Licence"
"222661028004","006Nz00000MD630IAD","Parking Licence","Licence"
"222661029001","006Nz00000At5R8IAJ","Parking Licence","Licence"
"222661029001","006Nz00000RdVJ3IAN","Parking Licence","Licence"
"222661030003","006Nz00000RURePIAX","Parking Licence","Licence"
"222661031005","006Nz00000EvxY0IAJ","Parking Licence","Licence"
"222661031005","006Nz00000SVSUhIAP","Parking Licence","Licence"
"222661032003","006Nz00000AtMRxIAN","Parking Licence","Licence"
"222661032003","006Nz00000C5XSeIAN","Parking Licence","Licence"
"222661032003","006Nz00000RdVJ4IAN","Parking Licence","Licence"
"222661033003","006Nz00000TlWyKIAV","Parking Licence","Licence"
"222661034004","006Nz00000OM4NKIA1","Parking Licence","Licence"
"222661034004","006Nz00000RWmwmIAD","Parking Licence","Licence"
"222661036003","006Nz00000PwSTmIAN","Parking Licence","Licence"
"222661038003","006Nz00000JYafmIAD","Parking Licence","Licence"
"222661039002","006Nz000005VsvhIAC","Parking Licence","Licence"
"222661039002","006Nz00000AqTkwIAF","Parking Licence","Licence"
"222661039002","006Nz00000JDKnfIAH","Parking Licence","Licence"
"222661040002","006Nz00000JYDHdIAP","Parking Licence","Licence"
"222661041003","006Nz00000IzGK8IAN","Parking Licence","Licence"
"222661043003","006Nz00000EE8aMIAT","Parking Licence","Licence"
"222661043003","006Nz00000S9Vm8IAF","Parking Licence","Licence"
"222661045004","006Nz00000EgwynIAB","Parking Licence","Licence"
"222661046003","006Nz00000QRxoEIAT","Parking Licence","Licence"
